"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","home_team_parent_org","away_team_parent_org"
"CH",2024-03-31,85,-1.49,5.58,"Daniel, Davis",666165,669721,"strikeout","called_strike",NA,NA,NA,NA,9,"Blake Sabol called out on strikes.","R","L","R","SAC","SL","S",2,"",0,2,2024,-1.27,0.4,0.52,1.65,NA,665998,682617,2,6,"Bot",NA,NA,NA,NA,595453,NA,NA,7.28658279463383,-123.489219558732,-3.64542125478538,-14.4562610645399,25.6120075893884,-27.5721861329963,3.39,1.71,NA,NA,NA,85.2,1758,6.6,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.89,NA,0,0,1,0,0,NA,44,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",233,-0.089,-0.254,NA,NA,"San Francisco Giants","Los Angeles Angels"
"FF",2024-03-31,92,-1.21,5.68,"Daniel, Davis",666165,669721,"","called_strike",NA,NA,NA,NA,6,"Blake Sabol called out on strikes.","R","L","R","SAC","SL","S",NA,"",0,1,2024,-0.78,1.27,0.78,2.58,NA,665998,682617,2,6,"Bot",NA,NA,NA,NA,595453,NA,NA,6.76032257904757,-133.80782629614,-4.80604436422601,-10.8711216031755,29.4027899388863,-16.01739312387,3.39,1.71,NA,NA,NA,92.3,2219,6.6,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.95,NA,NA,NA,NA,NA,NA,NA,44,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",211,0,-0.12,NA,NA,"San Francisco Giants","Los Angeles Angels"
"FF",2024-03-31,91.2,-1.34,5.59,"Daniel, Davis",666165,669721,"","foul",NA,NA,NA,NA,4,"Blake Sabol called out on strikes.","R","L","R","SAC","SL","S",NA,"",0,0,2024,-0.68,1.33,-0.3,2.76,NA,665998,682617,2,6,"Bot",NA,NA,NA,NA,595453,NA,NA,4.11489428413669,-132.85518152519,-4.17234990880118,-8.9008003173387,26.5441383530453,-15.6459715705992,3.39,1.71,219,85.3,57,92.1,2038,6.6,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.87,NA,NA,NA,NA,NA,NA,NA,44,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",202,0,-0.099,NA,NA,"San Francisco Giants","Los Angeles Angels"
"FF",2024-03-31,91.6,-1.14,5.64,"Daniel, Davis",681584,669721,"strikeout","foul_tip",NA,NA,NA,NA,4,"David Villar strikes out on a foul tip.","R","R","R","SAC","SL","S",2,"",1,2,2024,-0.71,1.37,-0.55,2.35,NA,665998,682617,1,6,"Bot",NA,NA,NA,NA,595453,NA,NA,3.05435581285992,-133.34889428579,-5.51194008472326,-9.10194476404131,25.8313097012862,-14.7713696393153,3.25,1.64,NA,NA,NA,92.8,2102,6.7,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.77,NA,0,0,1,0,0,NA,43,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",205,-0.078,-0.347,NA,NA,"San Francisco Giants","Los Angeles Angels"
"FF",2024-03-31,92.8,-1.32,5.6,"Daniel, Davis",681584,669721,"","ball",NA,NA,NA,NA,12,"David Villar strikes out on a foul tip.","R","R","R","SAC","SL","B",NA,"",0,2,2024,-0.47,1.51,1.39,2.65,NA,665998,682617,1,6,"Bot",NA,NA,NA,NA,595453,NA,NA,7.99104381598878,-134.912079348741,-5.10842761876458,-7.42016870652415,27.4954458027118,-12.7991466504636,3.25,1.64,NA,NA,NA,93.5,2154,6.6,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.87,NA,NA,NA,NA,NA,NA,NA,43,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",209,0,0.077,NA,NA,"San Francisco Giants","Los Angeles Angels"
"FF",2024-03-31,90.7,-1.21,5.66,"Daniel, Davis",681584,669721,"","called_strike",NA,NA,NA,NA,6,"David Villar strikes out on a foul tip.","R","R","R","SAC","SL","S",NA,"",0,1,2024,-0.48,1.35,0.56,2.4,NA,665998,682617,1,6,"Bot",NA,NA,NA,NA,595453,NA,NA,5.48919752769907,-132.102024622082,-5.24677571432448,-6.61786710940953,23.4390615370951,-15.430283151809,3.25,1.64,NA,NA,NA,92,2147,6.7,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.84,NA,NA,NA,NA,NA,NA,NA,43,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",204,0,-0.126,NA,NA,"San Francisco Giants","Los Angeles Angels"
"CH",2024-03-31,81.4,1.64,6.17,"Carpenter, Ryan",656541,543001,"single","hit_into_play",NA,NA,NA,NA,5,"Sam Hilliard singles on a ground ball to second baseman Matthew Batten.   Jordan Beck scores.","R","L","L","ABQ","ELP","X",4,"ground_ball",2,1,2024,0.57,0.45,-0.2,2.36,687597,NA,NA,2,5,"Bot",134.26,156.27,NA,NA,608700,NA,NA,-5.25426795471419,-118.726552754752,-3.01579146014725,6.26413772633882,16.83321802369,-27.5421615776053,3.43,1.73,7,69.4,-20,82.7,1527,6.5,752117,543001,608700,664954,676946,687867,669200,672359,641796,668751,54.02,0.06,0.068,0.9,1,1,0,2,45,4,"Changeup",3,3,3,3,3,4,4,3,"Standard","Standard",131,0.136,0.823,NA,NA,"Colorado Rockies","San Diego Padres"
"SI",2024-03-31,89.3,-0.76,6.46,"Elder, Bryce",667472,693821,"field_out","hit_into_play",NA,NA,NA,NA,4,"Dane Myers flies out to center fielder J.  P. Martínez.","R","R","R","JAX","GWN","X",8,"fly_ball",3,1,2024,-1.04,0.85,-0.35,2.31,NA,NA,687859,0,7,"Bot",110.26,43.7,NA,NA,592205,NA,NA,3.18189969427786,-129.914462557519,-5.94632673241373,-12.4863219638248,27.5383982314318,-21.5476977375143,3.21,1.62,385,99.5,27,88.8,NA,6,753091,693821,592205,595943,664058,664670,623205,544725,679881,621450,54.48,0.474,0.849,0,1,0,0,6,59,5,"Sinker",0,10,0,10,10,0,0,10,"Standard","Standard",NA,-0.001,-0.706,NA,NA,"Miami Marlins","Atlanta Braves"
"SI",2024-03-31,89.3,-0.83,6.43,"Elder, Bryce",667472,693821,"","ball",NA,NA,NA,NA,14,"Dane Myers flies out to center fielder J.  P. Martínez.","R","R","R","JAX","GWN","B",NA,"",2,1,2024,-1.35,0.79,1.35,0.91,NA,NA,687859,0,7,"Bot",NA,NA,NA,NA,592205,NA,NA,8.16572661444966,-129.54804241496,-9.11792891322801,-16.9648651905927,29.4188481950801,-21.3918816043609,3.21,1.62,NA,NA,NA,88.5,NA,6.2,753091,693821,592205,595943,664058,664670,623205,544725,679881,621450,54.33,NA,NA,NA,NA,NA,NA,NA,59,4,"Sinker",0,10,0,10,10,0,0,10,"Standard","Standard",NA,0,0.205,NA,NA,"Miami Marlins","Atlanta Braves"
"SL",2024-03-31,84.4,-2.04,6.34,"Rutledge, Jackson",682668,671131,"strikeout","swinging_strike",NA,NA,NA,NA,14,"Luisangel Acuña strikes out swinging.","R","R","R","SYR","ROC","S",2,"",2,2,2024,0.31,-0.11,0.19,1.25,NA,578428,676625,2,5,"Bot",NA,NA,NA,NA,686251,NA,NA,4.56303570656715,-122.95259226981,-5.38773932523745,2.43331982346043,20.4860712918331,-32.6028881046928,3.02,1.53,NA,NA,NA,85.1,2034,6.3,752338,671131,686251,660766,671117,666906,686639,695578,696285,663905,54.16,NA,0,0,1,0,0,NA,45,5,"Slider",1,5,1,5,5,1,1,5,"Standard","Standard",119,-0.034,-0.392,NA,NA,"New York Mets","Washington Nationals"
"FF",2024-03-31,89.9,-1.14,5.62,"Daniel, Davis",681584,669721,"","called_strike",NA,NA,NA,NA,9,"David Villar strikes out on a foul tip.","R","R","R","SAC","SL","S",NA,"",0,0,2024,-0.64,1.23,0.49,1.8,NA,665998,682617,1,6,"Bot",NA,NA,NA,NA,595453,NA,NA,5.44835478397678,-130.92111485444,-6.26248038442524,-8.43491042298501,22.0586108817951,-16.8556047144927,3.25,1.64,NA,NA,NA,91.4,2084,6.7,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.82,NA,NA,NA,NA,NA,NA,NA,43,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",208,0,-0.131,NA,NA,"San Francisco Giants","Los Angeles Angels"
"KC",2024-03-31,80.9,-2.76,5.88,"Abbott, Cory",669899,676265,"field_out","hit_into_play",NA,NA,NA,NA,2,"Ryan Ward grounds out, second baseman Samad Taylor to pitcher Cory Abbott.","R","L","R","TAC","OKC","X",4,"ground_ball",1,2,2024,0.51,-0.98,-0.11,2.85,NA,NA,NA,2,3,"Top",138.99,162.98,NA,NA,657709,NA,NA,4.91375259739046,-117.697661670663,1.72377860094388,3.836662320981,21.361752573168,-41.8643079248368,3.12,1.57,4,76,-35,80.7,2227,6,751440,676265,657709,605119,669392,656308,669208,682729,687799,613564,54.45,0.057,0.054,0,1,0,0,2,20,4,"Knuckle Curve",0,3,3,0,3,0,3,0,"Standard","Standard",31,0.007,-0.069,NA,NA,"Seattle Mariners","Los Angeles Dodgers"
"SL",2024-03-31,78.6,1.76,6.06,"Carpenter, Ryan",656541,543001,"","called_strike",NA,NA,NA,NA,4,"Sam Hilliard singles on a ground ball to second baseman Matthew Batten.   Jordan Beck scores.","R","L","L","ABQ","ELP","S",NA,"",2,0,2024,-0.66,-0.13,-0.71,2.37,687597,NA,NA,2,5,"Bot",NA,NA,NA,NA,608700,NA,NA,-4.13569020576897,-114.52526717231,-1.05845013826726,-5.26144633366023,17.3802313906251,-33.36976921779,3.43,1.73,NA,NA,NA,79.4,2555,6.4,752117,543001,608700,664954,676946,687867,669200,672359,641796,668751,54.09,NA,NA,NA,NA,NA,NA,NA,45,3,"Slider",3,3,3,3,3,3,3,3,"Standard","Standard",295,0,-0.096,NA,NA,"Colorado Rockies","San Diego Padres"
"SL",2024-03-31,81.5,-1.53,5.62,"Daniel, Davis",682617,669721,"single","hit_into_play",NA,NA,NA,NA,5,"Marco Luciano singles on a line drive to left fielder Hunter Dozier.   Ismael Munguia to 2nd.","R","R","R","SAC","SL","X",7,"line_drive",2,2,2024,0.89,0.73,0.21,2.64,NA,NA,665998,1,6,"Bot",91.85,119.94,NA,NA,595453,NA,NA,2.21550613259419,-118.781378285206,-1.57035338265742,8.05825596966022,21.4806876548036,-25.1618329236489,3.25,1.64,208,97.3,13,82.4,2253,6.7,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.84,0.954,0.912,0.9,1,1,0,4,42,6,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",94,0.061,0.571,NA,NA,"San Francisco Giants","Los Angeles Angels"
"SI",2024-03-31,87.4,-0.98,6.48,"Elder, Bryce",667472,693821,"","ball",NA,NA,NA,NA,12,"Dane Myers flies out to center fielder J.  P. Martínez.","R","R","R","JAX","GWN","B",NA,"",1,1,2024,-1.27,0.67,0.4,3.9,NA,NA,687859,0,7,"Bot",NA,NA,NA,NA,592205,NA,NA,5.91551154882497,-127.081231809317,-1.40528744740968,-15.0059086233858,27.3879191572351,-24.8506037022677,3.21,1.62,NA,NA,NA,86.6,NA,6,753091,693821,592205,595943,664058,664670,623205,544725,679881,621450,54.55,NA,NA,NA,NA,NA,NA,NA,59,3,"Sinker",0,10,0,10,10,0,0,10,"Standard","Standard",NA,0,0.099,NA,NA,"Miami Marlins","Atlanta Braves"
"FF",2024-03-31,94.5,-1.91,6.46,"Rutledge, Jackson",682668,671131,"","ball",NA,NA,NA,NA,12,"Luisangel Acuña strikes out swinging.","R","R","R","SYR","ROC","B",NA,"",1,2,2024,-0.43,1.27,1.44,4.36,NA,578428,676625,2,5,"Bot",NA,NA,NA,NA,686251,NA,NA,9.64348995948367,-137.422495842217,-2.64646678150577,-7.40708065848137,28.3009139006678,-15.6830507985423,3.02,1.53,NA,NA,NA,94.6,2345,6.2,752338,671131,686251,660766,671117,666906,686639,695578,696285,663905,54.3,NA,NA,NA,NA,NA,NA,NA,45,4,"4-Seam Fastball",1,5,1,5,5,1,1,5,"Standard","Standard",216,0,0.062,NA,NA,"New York Mets","Washington Nationals"
"FF",2024-03-31,91.6,1.38,6.41,"Carpenter, Ryan",656541,543001,"","ball",NA,NA,NA,NA,12,"Sam Hilliard singles on a ground ball to second baseman Matthew Batten.   Jordan Beck scores.","R","L","L","ABQ","ELP","B",NA,"",1,0,2024,0.3,0.98,0.57,3.98,687597,NA,NA,2,5,"Bot",NA,NA,NA,NA,608700,NA,NA,-2.68386884115587,-133.667536629616,-2.53631872631341,4.07102845015157,22.236962961223,-19.9809199612609,3.43,1.73,NA,NA,NA,92.6,2215,6.2,752117,543001,608700,664954,676946,687867,669200,672359,641796,668751,54.29,NA,NA,NA,NA,NA,NA,NA,45,2,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",148,0,0.068,NA,NA,"Colorado Rockies","San Diego Padres"
"KC",2024-03-31,80.9,-2.9,5.79,"Abbott, Cory",669899,676265,"","foul",NA,NA,NA,NA,8,"Ryan Ward grounds out, second baseman Samad Taylor to pitcher Cory Abbott.","R","L","R","TAC","OKC","S",NA,"",1,1,2024,0.73,-0.77,-0.01,1.64,NA,NA,NA,2,3,"Top",NA,NA,NA,NA,657709,NA,NA,5.04004535927963,-117.760825698067,-1.17909871668868,5.87726126926073,21.0466184880157,-39.3898209191425,3.12,1.57,193,68.9,40,81,2213,6.2,751440,676265,657709,605119,669392,656308,669208,682729,687799,613564,54.31,NA,NA,NA,NA,NA,NA,NA,20,3,"Knuckle Curve",0,3,3,0,3,0,3,0,"Standard","Standard",44,0,-0.027,NA,NA,"Seattle Mariners","Los Angeles Dodgers"
"FF",2024-03-31,95.1,-1.38,6.29,"Suárez, Albert",592348,544150,"strikeout","swinging_strike",NA,NA,NA,NA,5,"Niko Goodrum strikes out swinging.","R","L","R","NOR","DUR","S",2,"",3,2,2024,-0.95,1.38,0.08,2.31,NA,NA,678545,2,7,"Top",NA,NA,NA,NA,668974,NA,NA,5.97410239812944,-138.148133417587,-7.86908184913739,-13.5009970176984,32.398015057203,-12.9475783597969,3.34,1.69,NA,NA,NA,95.4,2347,6.6,752715,544150,668974,695257,660636,691723,702616,681393,669065,677008,53.85,NA,0,0,1,0,0,NA,63,6,"4-Seam Fastball",1,16,16,1,16,1,16,1,"Standard","Standard",223,0,-0.29,NA,NA,"Baltimore Orioles","Tampa Bay Rays"
"FF",2024-03-31,91.6,1.36,6.38,"Carpenter, Ryan",656541,543001,"","ball",NA,NA,NA,NA,12,"Sam Hilliard singles on a ground ball to second baseman Matthew Batten.   Jordan Beck scores.","R","L","L","ABQ","ELP","B",NA,"",0,0,2024,0.15,0.92,0.01,4.12,687597,NA,NA,2,5,"Bot",NA,NA,NA,NA,608700,NA,NA,-3.73979595038067,-133.563489881267,-1.96819703258045,2.45151658635113,22.7264395723249,-20.8774460524592,3.43,1.73,NA,NA,NA,92.7,2267,6.4,752117,543001,608700,664954,676946,687867,669200,672359,641796,668751,54.12,NA,NA,NA,NA,NA,NA,NA,45,1,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",149,0,0.048,NA,NA,"Colorado Rockies","San Diego Padres"
"FF",2024-03-31,91.4,-1.17,5.59,"Daniel, Davis",682617,669721,"","foul",NA,NA,NA,NA,2,"Marco Luciano singles on a line drive to left fielder Hunter Dozier.   Ismael Munguia to 2nd.","R","R","R","SAC","SL","S",NA,"",2,2,2024,-0.86,1.37,0.1,3.33,NA,NA,665998,1,6,"Bot",NA,NA,NA,NA,595453,NA,NA,5.08662212098242,-133.149160030886,-2.84374648113861,-11.315295656674,26.7651992337574,-15.3969219218545,3.25,1.64,222,74.1,50,92.5,2168,6.7,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.78,NA,NA,NA,NA,NA,NA,NA,42,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",210,0,0,NA,NA,"San Francisco Giants","Los Angeles Angels"
"SL",2024-03-31,81,-0.92,6.48,"Elder, Bryce",667472,693821,"","called_strike",NA,NA,NA,NA,14,"Dane Myers flies out to center fielder J.  P. Martínez.","R","R","R","JAX","GWN","S",NA,"",1,0,2024,-0.02,0.08,0.94,1.77,NA,NA,687859,0,7,"Bot",NA,NA,NA,NA,592205,NA,NA,4.16914855474142,-117.954705687823,-4.04368047237852,-0.932996747237537,21.8041603871034,-30.9011661338624,3.21,1.62,NA,NA,NA,80.6,NA,5.9,753091,693821,592205,595943,664058,664670,623205,544725,679881,621450,54.61,NA,NA,NA,NA,NA,NA,NA,59,2,"Slider",0,10,0,10,10,0,0,10,"Standard","Standard",NA,0,-0.116,NA,NA,"Miami Marlins","Atlanta Braves"
"FF",2024-03-31,94.1,-1.46,6.24,"Suárez, Albert",592348,544150,"","ball",NA,NA,NA,NA,11,"Niko Goodrum strikes out swinging.","R","L","R","NOR","DUR","B",NA,"",2,2,2024,-0.93,1.37,-0.39,3.86,NA,NA,678545,2,7,"Top",NA,NA,NA,NA,668974,NA,NA,4.85539304324868,-136.961216912264,-3.52328615359225,-12.7289768315689,31.1693786928012,-14.3128817716827,3.34,1.69,NA,NA,NA,94.5,2378,6.6,752715,544150,668974,695257,660636,691723,702616,681393,669065,677008,53.93,NA,NA,NA,NA,NA,NA,NA,63,5,"4-Seam Fastball",1,16,16,1,16,1,16,1,"Standard","Standard",224,0,0.087,NA,NA,"Baltimore Orioles","Tampa Bay Rays"
"KC",2024-03-31,80.6,-2.73,5.88,"Abbott, Cory",669899,676265,"","called_strike",NA,NA,NA,NA,11,"Ryan Ward grounds out, second baseman Samad Taylor to pitcher Cory Abbott.","R","L","R","TAC","OKC","S",NA,"",1,0,2024,0.73,-0.87,-0.69,3.26,NA,NA,NA,2,3,"Top",NA,NA,NA,NA,657709,NA,NA,3.14069040446755,-117.362070270182,2.44072046643588,6.16473859604205,21.1558183699886,-40.9090926521304,3.12,1.57,NA,NA,NA,80.5,2253,6.1,751440,676265,657709,605119,669392,656308,669208,682729,687799,613564,54.42,NA,NA,NA,NA,NA,NA,NA,20,2,"Knuckle Curve",0,3,3,0,3,0,3,0,"Standard","Standard",4,0,-0.028,NA,NA,"Seattle Mariners","Los Angeles Dodgers"
"SL",2024-03-31,84.2,-2.04,6.36,"Rutledge, Jackson",682668,671131,"","swinging_strike",NA,NA,NA,NA,14,"Luisangel Acuña strikes out swinging.","R","R","R","SYR","ROC","S",NA,"",1,1,2024,0.18,-0.01,1.61,1.73,NA,578428,676625,2,5,"Bot",NA,NA,NA,NA,686251,NA,NA,8.07423279844093,-122.494466673438,-4.49488732287123,0.663190098988139,18.5626287371141,-31.6807500086069,3.02,1.53,NA,NA,NA,84.7,2031,6.1,752338,671131,686251,660766,671117,666906,686639,695578,696285,663905,54.38,NA,NA,NA,NA,NA,NA,NA,45,3,"Slider",1,5,1,5,5,1,1,5,"Standard","Standard",87,0,-0.116,NA,NA,"New York Mets","Washington Nationals"
"FF",2024-03-31,90.5,-1.2,5.57,"Daniel, Davis",682617,669721,"","called_strike",NA,NA,NA,NA,14,"Marco Luciano singles on a line drive to left fielder Hunter Dozier.   Ismael Munguia to 2nd.","R","R","R","SAC","SL","S",NA,"",2,1,2024,-0.64,1.27,0.92,2.09,NA,NA,665998,1,6,"Bot",NA,NA,NA,NA,595453,NA,NA,6.69349284090936,-131.718706501971,-5.55444191890217,-8.83723317766539,25.4898848528469,-16.3258082261247,3.25,1.64,NA,NA,NA,91.5,2087,6.7,751669,669721,595453,800685,670869,641779,605346,641531,669326,677941,53.79,NA,NA,NA,NA,NA,NA,NA,42,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",205,0,-0.102,NA,NA,"San Francisco Giants","Los Angeles Angels"
"FF",2024-03-31,94.2,-1.98,6.47,"Rutledge, Jackson",682668,671131,"","ball",NA,NA,NA,NA,11,"Luisangel Acuña strikes out swinging.","R","R","R","SYR","ROC","B",NA,"",0,1,2024,-0.7,1.17,-1.25,4.72,NA,578428,676625,2,5,"Bot",NA,NA,NA,NA,686251,NA,NA,3.43333955455716,-137.25608286401,-1.47133952185521,-9.59035345992029,29.6975128831545,-17.2184469939223,3.02,1.53,NA,NA,NA,94,2398,6.1,752338,671131,686251,660766,671117,666906,686639,695578,696285,663905,54.44,NA,NA,NA,NA,NA,NA,NA,45,2,"4-Seam Fastball",1,5,1,5,5,1,1,5,"Standard","Standard",224,0,0.071,NA,NA,"New York Mets","Washington Nationals"
"SL",2024-03-31,78.9,1.78,6.04,"Carpenter, Ryan",687597,543001,"triple","hit_into_play",NA,NA,NA,NA,11,"Jordan Beck triples (1) on a sharp line drive to center fielder Tim Locastro.","R","R","L","ABQ","ELP","X",8,"line_drive",3,2,2024,-0.68,-0.33,-0.06,3.42,NA,NA,NA,2,5,"Bot",108.56,39.82,NA,NA,608700,NA,NA,-2.75538898521284,-115.047699902658,1.56157235918468,-5.70851049298556,17.3910723783511,-35.5679896630728,3.29,1.66,394,104.4,22,79.6,2776,6.3,752117,543001,608700,664954,676946,687867,669200,672359,641796,668751,54.23,0.76,1.143,1.6,1,1,2,6,44,10,"Slider",3,3,3,3,3,3,3,3,"Standard","Standard",293,0.039,0.275,NA,NA,"Colorado Rockies","San Diego Padres"
"FF",2024-03-31,90.8,-2.61,5.85,"Sampson, Adrian",680810,592716,"field_out","hit_into_play",NA,NA,NA,NA,14,"Quincy Hamilton pops out to catcher Sam Huff in foul territory.","R","L","R","RR","SUG","X",2,"popup",0,1,2024,-0.87,1.18,0.94,2.24,NA,NA,694175,2,5,"Top",136.78,220.89,NA,NA,669087,NA,NA,10.7836173878278,-131.610303155364,-5.60069794912957,-12.5667909311258,30.0340139622821,-17.4069324440285,3.12,1.57,47,71.3,84,90.7,2081,6.6,751740,592716,669087,679822,622110,673995,680716,669386,609274,660758,53.9,0.001,0,0,1,0,0,3,43,2,"4-Seam Fastball",8,2,2,8,2,8,2,8,"Infield shade","Standard",229,0.006,-0.19,NA,NA,"Texas Rangers","Houston Astros"
"SI",2024-03-31,90.3,-2.21,6.48,"Buchanan, David",663853,571527,"field_out","hit_into_play",NA,NA,NA,NA,1,"Romy Gonzalez grounds out, second baseman Kody Clemens to first baseman Darick Hall.","R","R","R","LHV","WOR","X",4,"ground_ball",0,0,2024,-1.19,0.98,-0.42,3.2,NA,NA,NA,2,4,"Top",139.71,151.19,NA,NA,605244,NA,NA,6.92314123315242,-131.275843308632,-4.2425067627402,-15.2565572262738,29.3715913780908,-20.1631297344071,3.23,1.63,24,96.1,-6,89.3,2077,5.9,753015,571527,605244,669742,665019,674951,664068,621311,670276,656669,54.62,0.246,0.272,0,1,0,0,2,32,1,"Sinker",2,5,5,2,5,2,5,2,"Standard","Standard",205,0.006,-0.103,NA,NA,"Philadelphia Phillies","Boston Red Sox"
"SI",2024-03-31,87.7,-0.97,6.49,"Elder, Bryce",667472,693821,"","ball",NA,NA,NA,NA,13,"Dane Myers flies out to center fielder J.  P. Martínez.","R","R","R","JAX","GWN","B",NA,"",0,0,2024,-1.33,0.9,-0.99,1.23,NA,NA,687859,0,7,"Bot",NA,NA,NA,NA,592205,NA,NA,2.6838208988812,-127.431993938659,-8.35377016667215,-15.0536147338267,27.1509502718521,-20.8576585446092,3.21,1.62,NA,NA,NA,86.9,NA,6,753091,693821,592205,595943,664058,664670,623205,544725,679881,621450,54.53,NA,NA,NA,NA,NA,NA,NA,59,1,"Sinker",0,10,0,10,10,0,0,10,"Standard","Standard",NA,0,0.084,NA,NA,"Miami Marlins","Atlanta Braves"
"CH",2024-03-31,85.6,-1.66,6.06,"Suárez, Albert",592348,544150,"","foul",NA,NA,NA,NA,7,"Niko Goodrum strikes out swinging.","R","L","R","NOR","DUR","S",NA,"",2,1,2024,-1.53,0.6,-0.64,2.06,NA,NA,678545,2,7,"Top",NA,NA,NA,NA,668974,NA,NA,5.53010449980747,-124.392515359294,-4.33522203277325,-17.001011816113,27.3144956292864,-25.2139452108346,3.34,1.69,197,64.1,32,85.9,1852,6.8,752715,544150,668974,695257,660636,691723,702616,681393,669065,677008,53.74,NA,NA,NA,NA,NA,NA,NA,63,4,"Changeup",1,16,16,1,16,1,16,1,"Standard","Standard",240,0,-0.068,NA,NA,"Baltimore Orioles","Tampa Bay Rays"
"FF",2024-03-31,94,-1.8,5.93,"Estes, Joey",545341,683155,"strikeout","called_strike",NA,NA,NA,NA,3,"Randal Grichuk called out on strikes.","R","R","R","LV","RNO","S",2,"",3,2,2024,-0.7,1.35,0.77,3.3,678489,NA,NA,2,4,"Top",NA,NA,NA,NA,691016,NA,NA,8.15616893107577,-136.713298978529,-4.11288041005815,-10.5113150346834,26.9051672931598,-14.4909276135662,3.3,1.67,NA,NA,NA,93.7,2402,5.9,751961,683155,691016,669722,669137,672478,691777,670860,663662,680474,54.6,NA,0,0,1,0,0,NA,31,6,"4-Seam Fastball",0,5,5,0,5,0,5,0,"Standard","Standard",218,0.01,-0.369,NA,NA,"Oakland Athletics","Arizona Diamondbacks"
"KC",2024-03-31,81.9,-2.72,5.77,"Abbott, Cory",669899,676265,"","ball",NA,NA,NA,NA,14,"Ryan Ward grounds out, second baseman Samad Taylor to pitcher Cory Abbott.","R","L","R","TAC","OKC","B",NA,"",0,0,2024,0.49,-0.66,1.29,-0.22,NA,NA,NA,2,3,"Top",NA,NA,NA,NA,657709,NA,NA,8.0559881095246,-119.091811025654,-5.70966196687737,3.25690150357287,21.4994697867588,-37.6222261949994,3.12,1.57,NA,NA,NA,81.7,2365,6.1,751440,676265,657709,605119,669392,656308,669208,682729,687799,613564,54.43,NA,NA,NA,NA,NA,NA,NA,20,1,"Knuckle Curve",0,3,3,0,3,0,3,0,"Standard","Standard",2,0,0.022,NA,NA,"Seattle Mariners","Los Angeles Dodgers"
"FF",2024-03-31,93.7,3.5,5.75,"Lodolo, Nick",642727,666157,"grounded_into_double_play","hit_into_play",NA,NA,NA,NA,4,"Sergio Alcántara grounds into a double play, shortstop Erik González to second baseman Francisco Urbaez to first baseman Alex McGarry.   Dustin Peterson out at 2nd.    Sergio Alcántara out at 1st.","R","R","L","LOU","IND","X",6,"ground_ball",1,1,2024,1.53,0.94,-0.78,2.34,NA,670190,640460,1,5,"Top",115.57,155.28,NA,NA,642851,NA,NA,-14.321262543487,-135.607589133816,-5.04667764159963,22.1107760160153,30.7797479167768,-19.5726761797289,3.12,1.57,8,87.5,-16,92.8,2493,6.2,752938,666157,642851,685127,688005,541650,570481,674441,694362,677956,54.33,0.089,0.077,0,1,0,0,2,32,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",116,0.09,-0.586,NA,NA,"Cincinnati Reds","Pittsburgh Pirates"
